"@title","ไทย"
"#00892","Green Dwarf"
"#00893","Pale Dwarf"
"#00894","Blue Dwarf"
"#00895","Purple Dwarf"
"#00896","Bug Enthusiast"
"#00897","Apothecary"
"#00898","Hopeless Swimmer"
"#00899","Vacationer"
"#00900","Dancer"
"#00901","Hobbyist Angler"
"#00902","Fruit Lover"
"#00903","Heat Sufferer"
"#00904","Resort Manager"
"#00905","Tropical Soldier"
"#00906","Penguin"
"#00907","Hyperactive Kid"
"#00908","Santa"
"#00909","Cold Sufferer"
"#00910","Arctic Noble"
"#00911","Armor Freak"
"#00912","Hot Pot Master"
"#00913","Igloo Maker"
"#00914","Magical Girl"
"#00915","Gingersnap"
"#00916","Pastry Chef"
"#00917","Master Mage"
"#00918","Glutton"
"#00919","Foodie"
"#00920","Dessert Lover"
"#00921","Gourmet"
"#00922","Townswoman"
"#00923","Townsman"
"#00924","Blue Ogre"
"#00925","Wraith"
"#00926","Exch. Student"
"#00927","Firecracker"
"#00928","Visiting Soldier"
"#00929","Lumberjack"
"#00930","Sorceress"
"#00931","Zombie"
"#00932","Temptress"
"#00933","Skeleton"
"#00934","Junior Adventurer"
"#00935","Traveler"
"#00936","Tourist"
"#00937","Dark Dwarf"
"#00938","Businessman"
"#00939","Pig"
"#00940","Kairopuppy"
"#00941","Chairman"
"#00942","Secretary"
"#00943","Ackbar"
"#00944","Wairobot"
"#00945","Basic Bread"
"#00946","Spicy Curry"
"#00947","Soy Sauce Noodles"
"#00948","Stewed Udon Noodles"
"#00949","Basic Stew"
"#00950","=#00361"
"#00951","Pizza Margherita"
"#00952","=#00363"
"#00953","=#00364"
"#00954","Spicy Hot Pot"
"#00955","Regular Tea"
"#00956","Sweet Juice"
"#00957","Dark Roast Coffee"
"#00958","Fresh Milk"
"#00959","Gold-Label Soda"
"#00960","Vintage Soda Pop"
"#00961","=#00372"
"#00962","Fresh Carrot"
"#00963","Regular Cucumber"
"#00964","Fresh Eggplant"
"#00965","Fresh Bell Pepper"
"#00966","Tiny Onion"
"#00967","Snow Potato"
"#00968","Chunky Pumpkin"
"#00969","Tasty Tomato"
"#00970","Chewy Mushroom"
"#00971","Rough Daikon Radish"
"#00972","Tough Avocado"
"#00973","Protective Garlic"
"#00974","Spicy Corn"
"#00975","Giant Watermelon"
"#00976","Ripe Melon"
"#00977","Wild Strawberry"
"#00978","XL Orange"
"#00979","=#00390"
"#00980","Ripe Banana"
"#00981","High-Grade Peach"
"#00982","=#00393"
"#00983","Seaside Lemon"
"#00984","Rosy Apple"
"#00985","Tropical Coconut"
"#00986","Honey-Roast Ham"
"#00987","Sweet 'n' Sour Meatballs"
"#00988","Marbled Steak"
"#00989","Boiled Octopus"
"#00990","Sleepy Squid"
"#00991","Fatty Tuna"
"#00992","Crunchy Shrimp"
"#00993","Mellow Cheese"
"#00994","=#00405"
"#00995","Fresh Egg"
"#00996","Aged Soy Beans"
"#00997","Manuka Honey"
"#00998","2-Scoop Ice Cream"
"#00999","=#00410"
"#01000","Zesty Crepe"
"#01001","Classic Donut"
"#01002","Homemade Cookies"
"#01003","Extra-Fine Shaved Ice"
"#01004","Connoisseur Cake"
"#01005","Rustic Red Bean Cake"
"#01006","=#00417"
"#01007","Chocolate Bar"
"#01008","=#00419"
"#01009","Black Tapioca"
"#01010","=#00421"
"#01011","Salve"
"#01012","Powerful Salve"
"#01013","Ultimate Salve"
"#01014","Beehive"
"#01015","Bat Wing"
"#01016","Lizard Tail"
"#01017","Bird's Nest"
"#01018","Scissors"
"#01019","Pocket Mirror"
"#01020","Wind-up Doll"
"#01021","Fluffy Blanket"
"#01022","Sleepy Pillow"
"#01023","Fan Letter"
"#01024","Party Pinata"
"#01025","Antique Key"
"#01026","Plushie"
"#01027","Firework Rocket"
"#01028","Silver Spoon"
"#01029","Magic Lamp"
"#01030","Doll"
"#01031","Crystal Ball"
"#01032","Playing Cards"
"#01033","Broom"
"#01034","Pink Trumpet"
"#01035","Grand Piano"
"#01036","Master Violin"
"#01037","Old Spellbook"
"#01038","Ancient Manuscript"
"#01039","Fire Spellbook"
"#01040","Ice Spellbook"
"#01041","Lightning Spellbook"
"#01042","Darkness Spellbook"
"#01043","Healing Spellbook"
"#01044","Tulips"
"#01045","Morning Glory"
"#01046","Sunflowers"
"#01047","Steel Pipe"
"#01048","1000-Year Bonsai"
"#01049","Eye-Catching Piece"
"#01050","Meteorite"
"#01051","Iron Ore"
"#01052","Bronze Ore"
"#01053","Silver Ore"
"#01054","Gold Ore"
"#01055","Fire Stone"
"#01056","Ice Stone"
"#01057","Lightning Stone"
"#01058","Dark Stone"
"#01059","Ruby"
"#01060","Sapphire"
"#01061","Emerald"
"#01062","Topaz"
"#01063","Pink Diamond"
"#01064","Magatama Gem"
"#01065","Crystal"
"#01066","Ingot"
"#01067","Exchange for 5000G."
"#01068","Adventurer"
"#01069","Farmer"
"#01070","Carpenter"
"#01071","Florist"
"#01072","=#00504"
"#01073","Treasure Hunter"
"#01074","Warrior"
"#01075","Rescue Squad"
"#01076","Mage"
"#01077","Hunter"
"#01078","Monk"
"#01079","=#01076"
"#01080","Blacksmith"
"#01081","Cook"
"#01082","Scholar"
"#01083","=#00505"
"#01084","Black Marketer"
"#01085","Gunner"
"#01086","Viking"
"#01087","Summoner"
"#01088","Kung Fu Master"
"#01089","=#00512"
"#01090","Butler"
"#01091","Maid"
"#01092","=#00508"
"#01093","=#00510"
"#01094","Mercenary"
"#01095","Jester"
"#01096","Archmage"
"#01097","Royal Guard"
"#01098","High Priest"
"#01099","Musician"
"#01100","Druid"
"#01101","=#00900"
"#01102","=#00908"
"#01103","Mascot Suit"
"#01104","Samurai"
"#01105","Card Player"
"#01106","Sumo Wrestler"
"#01107","Valkyrie"
"#01108","=#00506"
"#01109","King"
"#01110","Princess"
"#01111","=#00503"
"#01112","=#00509"
"#01113","Sally Prin"
"#01114","Kobold"
"#01115","Chimpan"
"#01116","Mermaid"
"#01117","Snowman"
"#01118","Ogre"
"#01119","Fairy"
"#01120","=#00507"
"#01121","Gives high tax income."
"#01122","Boosts sales from <pic=t_ca1>stores."
"#01123","Boosts sales from <pic=t_ca2>food facilities."
"#01124","Boosts sales from <pic=t_ca8>battle facilities."
"#01125","Boosts sales from <pic=t_ca7>entertainment facilities."
"#01126","Boosts sales from <pic=t_ca9>study facilities."
"#01127","Boosts sales from <pic=t_ca9>castle facilities."
"#01128","Speeds up farm work."
"#01129","Randomly makes magic attacks target all foes."
"#01130","Powers up Partner Monsters."
"#01131","Boosts Attack for Swords."
"#01132","Boosts Attack for Axes."
"#01133","Boosts Magic for Staffs."
"#01134","Boosts Attack for Spears."
"#01135","Boosts Attack for Rapiers."
"#01136","Boosts Attack for Bows."
"#01137","Boosts Attack for Guns."
"#01138","Boosts Defense for Shields."
"#01139","Boosts XP gained in battle."
"#01140","Boosts Gold gained in battle."
"#01141","Speeds up Dungeon Exploration quests."
"#01142","Speeds up building."
"#01143","Boosts item drop rate."
"#01144","Boosts <pic=t_ca4>Plant effects."
"#01145","Decreases cost of holding events."
"#01146","Decreases <pic=indicate0>gift prices."
"#01147","Occasionally cause Poison with normal attacks."
"#01148","Occasionally cause Confusion with normal attacks."
"#01149","Occasionally cause Sleep with normal attacks."
"#01150","Fire Sword"
"#01151","Energy Blade"
"#01152","Endless Night Blade"
"#01153","Carrot Sword"
"#01154","Devil Halberd"
"#01155","Thunderbolt"
"#01156","Conqueror's Axe"
"#01157","Meat Club"
"#01158","Elemental Staff"
"#01159","Crystal Wand"
"#01160","Golden Skull Scepter"
"#01161","Thunder Spear"
"#01162","Trident"
"#01163","Elemental Spear"
"#01164","Squid Spear"
"#01165","Ice Foil"
"#01166","Flame Bow"
"#01167","Ancient Bow"
"#01168","Artemis Bow"
"#01169","Hopper Gun"
"#01170","Floral Musket"
"#01171","Holy Rocket"
"#01172","Extra Dakka"
"#01173","=#00124"
"#01174","=#00126"
"#01175","=#00131"
"#01176","=#00132"
"#01177","=#00155"
"#01178","=#00158"
"#01179","=#00166"
"#01180","=#00185"
"#01181","=#00194"
"#01182","=#00195"
"#01183","=#00009"
"#01184","=#00024"
"#01185","=#00036"
"#01186","=#00037"
"#01187","=#00039"
"#01188","=#01009"
"#01189","=#00421"
"#01190","=#01011"
"#01191","=#01012"
"#01192","=#01013"
"#01193","=#01039"
"#01194","=#01040"
"#01195","=#01041"
"#01196","=#01042"
"#01197","=#01043"
"#01198","Large House"
"#01199","Wooden House"
"#01200","Tropical House"
"#01201","Sky-high House"
"#01202","Ice Castle"
"#01203","Candy Castle"
"#01204","Demon Castle"
"#01205","Eastern-Style Castle"
"#01206","Balbo"
"#01207","Bal"
"#01208","Cute and jiggly."
"#01209","Kakakari"
"#01210","Kak"
"#01211","Hard appearance, soft heart."
"#01212","Mozar"
"#01213","Moz"
"#01214","Looks for food with tentacles."
"#01215","Babyshroom"
"#01216","B-shm"
"#01217","A moving mutant mushroom."
"#01218","Snek"
"#01219","=#01218"
"#01220","Its bites are fairly harmless."
"#01221","Pow-Pow"
"#01222","Pow"
"#01223","Attacks with sharp ears."
"#01224","Mush-Roo"
"#01225","M-Roo"
"#01226","A mutated wild mushroom."
"#01227","Dough Not"
"#01228","D-Not"
"#01229","Comes with a variety of fillings."
"#01230","Crabkin"
"#01231","Crab"
"#01232","Side-walking master."
"#01233","Orblob"
"#01234","Orb"
"#01235","Stays moist even in the sun."
"#01236","Sandclomper"
"#01237","Sand"
"#01238","Stays at home when it rains."
"#01239","Mandragora"
"#01240","Mand"
"#01241","Spends all day in the sun."
"#01242","Sparkee"
"#01243","Spark"
"#01244","Hotter than it looks."
"#01245","Metabok"
"#01246","Bok"
"#01247","Always looking for its next meal."
"#01248","Turtoid"
"#01249","Turt"
"#01250","Bites down with its powerful jaw."
"#01251","Donucchi"
"#01252","Don"
"#01253","The hole in the middle isn't a mouth."
"#01254","Maskoro"
"#01255","Mask"
"#01256","No one knows what lies beneath..."
"#01257","Bilbo"
"#01258","Getting used to walking on two legs."
"#01259","Broccolin"
"#01260","Broc"
"#01261","Thinks it's the tastiest veggie of all."
"#01262","Lapine"
"#01263","Lap"
"#01264","Jumps away at any sign of danger."
"#01265","Mojo-Jobo"
"#01266","Moj"
"#01267","A laid-back, scraggly critter."
"#01268","Pellpo"
"#01269","Pel"
"#01270","Has a generator on its head."
"#01271","Arachnon"
"#01272","Rach"
"#01273","Spits poison at its foes, sometimes."
"#01274","Stumpton"
"#01275","Stmp"
"#01276","Still active even after getting chopped."
"#01277","Snailailail"
"#01278","Snl"
"#01279","Slow-moving but quick-witted."
"#01280","Snowpik"
"#01281","=#00481"
"#01282","Skilled at housework."
"#01283","Skelefish"
"#01284","S-Fish"
"#01285","Hasn't noticed its body's gone."
"#01286","Targ"
"#01287","=#01286"
"#01288","Runaway from a wealthy family."
"#01289","Loxo"
"#01290","=#01289"
"#01291","Arm-wrestling finalist."
"#01292","Woodshuck"
"#01293","W-shk"
"#01294","Seeing it pop up brings good luck."
"#01295","Auraurus"
"#01296","Aura"
"#01297","Won big bucks on scratch cards."
"#01298","Banang"
"#01299","B-ng"
"#01300","Is living life to the full, solo."
"#01301","Skwarkon"
"#01302","Skwa"
"#01303","Sells its feathers to use in bedding."
"#01304","Moldmonch"
"#01305","Mol"
"#01306","Prefers dark, dank, places."
"#01307","Gnaw-naw"
"#01308","Gnaw"
"#01309","Bought sunglasses on vacation."
"#01310","Shellox"
"#01311","Shel"
"#01312","Hard on the outside, soft on the inside."
"#01313","Billygoar"
"#01314","Bily"
"#01315","Its fur bristles with static electricity."
"#01316","Pumpkeen"
"#01317","Pump"
"#01318","Always ready to try something new."
"#01319","Turfton"
"#01320","=#00467"
"#01321","Wants to beautify the whole neighborhood."
"#01322","Mothrad"
"#01323","Moth"
"#01324","Screeches to confuse its foe."
"#01325","Wormrow"
"#01326","Worm"
"#01327","Protects itself with potent poison."
"#01328","Kappton"
"#01329","Kapp"
"#01330","Vegetarian. Eats humans on cheat days."
"#01331","Tuff-Fluff"
"#01332","Fluf"
"#01333","Spins around when happy."
"#01334","Hercurilla"
"#01335","Herc"
"#01336","Don't mess with muscular monkey!"
"#01337","Hermit Crabby"
"#01338","H-Crab"
"#01339","Great at arts and crafts."
"#01340","Reinbear"
"#01341","R-Bear"
"#01342","Eats anything and everything."
"#01343","Hatskee"
"#01344","Hat"
"#01345","Loves to sing all on its own."
"#01346","Shrood"
"#01347","Shrd"
"#01348","A mutated king oyster mushroom."
"#01349","Electric Jellyfish"
"#01350","E-Jel"
"#01351","A single touch can cause paralysis."
"#01352","Banshetta"
"#01353","Bans"
"#01354","A haunting spirit."
"#01355","Slabby"
"#01356","Slab"
"#01357","An iron-hard jelly."
"#01358","Cariborn"
"#01359","Cari"
"#01360","Its horns never stop growing."
"#01361","Simibot"
"#01362","S-bot"
"#01363","A robomonkey with hi-tech batteries."
"#01364","Mechasaurus"
"#01365","M-saur"
"#01366","A fierce fighter with stubby legs."
"#01367","Devvino"
"#01368","Dev"
"#01369","Looking for tomato juice."
"#01370","Pegasee"
"#01371","Peg"
"#01372","Flies gracefully with its jet-black wings."
"#01373","Skelerina"
"#01374","Skel"
"#01375","Stylish, yet deadly."
"#01376","Boxobot"
"#01377","B-bot"
"#01378","Undefeated arm-wrestling champ."
"#01379","Geckoron"
"#01380","Gek"
"#01381","Its tail is packed with nutrients."
"#01382","Gyozan"
"#01383","Gyo"
"#01384","Feels nice and smooth."
"#01385","Draggi"
"#01386","D-gi"
"#01387","Dragon family's eldest son."
"#01388","Scalene"
"#01389","Scal"
"#01390","Good friends with venomous snakes."
"#01391","Holycorn"
"#01392","=#00385"
"#01393","A proud, intelligent beast."
"#01394","Cragolem"
"#01395","=#00473"
"#01396","Can't reach the leaves on its own head."
"#01397","Gyropol"
"#01398","Gyro"
"#01399","Has a great sense of direction."
"#01400","Johnny D"
"#01401","JD"
"#01402","Dragon family's hotshot youngest son."
"#01403","Glacierilla"
"#01404","Glac"
"#01405","Is trying to cut down on bananas."
"#01406","Geriatree"
"#01407","=#00466"
"#01408","Wanders around picking up leaves."
"#01409","Arrowtail"
"#01410","Tail"
"#01411","A big hit at parties."
"#01412","Enokaiser"
"#01413","Eno"
"#01414","A true mushroom among mushrooms."
"#01415","Dragtwins"
"#01416","D-Twin"
"#01417","Dragon family identical twins."
"#01418","Azuroise"
"#01419","Azu"
"#01420","Gets shy and retreats into its shell."
"#01421","Tropical Balbo"
"#01422","T-Bal"
"#01423","Got a tan on vacation."
"#01424","Bananagro"
"#01425","=#00391"
"#01426","Split from the rest of its bunch."
"#01427","Mag Max"
"#01428","Mag"
"#01429","A hot head with no time to chill."
"#01430","Dragtoise"
"#01431","D-Toi"
"#01432","Dragon family's second son."
"#01433","Tuxy Hopper"
"#01434","Tux"
"#01435","Loves syrup and other sweet toppings."
"#01436","Chester Draw"
"#01437","Ches"
"#01438","Has an extensive wardrobe."
"#01439","Frosty Claws"
"#01440","Fros"
"#01441","Likes to dress up for the holidays."
"#01442","Iglor"
"#01443","Ig"
"#01444","Lures people inside with pretty words."
"#01445","Merry & Mommy"
"#01446","Mom"
"#01447","Dragon family's protective mother."
"#01448","Dweebling"
"#01449","Dweb"
"#01450","Dreams of becoming a manga artist."
"#01451","Ninjette"
"#01452","Nin"
"#01453","Learning how to be more stealthy."
"#01454","Ghoulash"
"#01455","=#00365"
"#01456","Gets pain in its old joints."
"#01457","Afrokin"
"#01458","Afro"
"#01459","Popular around New Year."
"#01460","Dragga"
"#01461","D-Ga"
"#01462","Dragon family's eldest daughter."
"#01463","=#01343"
"#01464","=#01344"
"#01465","Learned magic online."
"#01466","Metabok Ω"
"#01467","A giant, greedy Metabok."
"#01468","Tiss-U-Bok"
"#01469","Tis"
"#01470","Lives in the moment."
"#01471","Kuchenov"
"#01472","=#00415"
"#01473","Loved cake so much it became cake."
"#01474","Dragofsky"
"#01475","D-Sky"
"#01476","Dragon family's majordomo."
"#01477","2-Ply Roller"
"#01479","Wrapped in antique bandages."
"#01480","Silencion"
"#01481","Sil"
"#01482","Always shorting out household appliances."
"#01483","Jack O'"
"#01484","Jack"
"#01485","Pumpkin Products regular."
"#01486","Fleetleek"
"#01487","Leek"
"#01488","Earns a living doing delivery work."
"#01489","Dragington Sr."
"#01490","Dragon family's proud patriarch."
"#01491","Puddikin"
"#01492","Blobs go everywhere when it sneezes."
"#01493","Tropinana"
"#01494","Confuses foes with fancy footwork."
"#01495","Icestein"
"#01496","A genius with a frozen heart."
"#01497","Sugar Bawl"
"#01498","Looks sweet, acts salty."
"#01499","Reynardle"
"#01500","Its tail is always getting damaged."
"#01501","Dragmage"
"#01502","Dragon family's magic-obsessed father."
"#01503","Dungeon Village 2"
"#01504","　This is a town development simulation set in a fantasy world of swords and sorcery. Help visiting adventurers grow stronger while developing your town."
"#01505","Game Flow"
"#01506","　Develop your town's facilities to increase your <pic=raup0>fame and attract adventurers in search of quests. Try to get your town a <pic=star1>5 rating!"
"#01507","Adventurers"
"#01508","　Adventurers will visit your town to prepare for fighting monsters. They will eventually move on, but in some cases they will decide to stay permanently in their own <pic=t_ca6>house."
"#01509","Adventurer Stats 1"
"#01510","<pic=para00_0>HP: Goes down when an adventurer takes damage. If it reaches 0, the adventurer falls unconscious. <pic=pr1><pic=pr2>Armor and <pic=pr3>accessories can be used to boost HP."
"#01511","=MID(#01509,1,-1)&'2'"
"#01512","<pic=para00_1>Attack: The higher this stat, the more physical damage the adventurer can deal to monsters. Boosted by <pic=pr0>weapons."
"#01513","=MID(#01509,1,-1)&'3'"
"#01514","<pic=para00_2>Defense: Reduces damage taken from monsters. Boosted by <pic=pr1><pic=pr2>armor and <pic=pr3>accessories."
"#01515","=MID(#01509,1,-1)&'4'"
"#01516","<pic=para00_3>Magic: Affects the power of magical attacks. Boosted by staff-type weapons."
"#01517","Adventurer Base Stats"
"#01518","<pic=para02_0>Health: Affects HP<br><pic=para02_1>Strength: Affects Attack<br><pic=para02_2>Dexterity: Affects number of attacks<br><pic=para02_3>Toughness: Affects Defense<br><pic=para02_4>Spirit: Affects Magic<br><pic=para02_5>Luck: Affects treasure chest contents"
"#01519","Abnormal Status Effects"
"#01520","<pic=con0>Burn: Increases damage taken<br><pic=con1>Freeze: Prevents movement (temp)<br><pic=con2>Paralysis: Can prevent movement<br><pic=con3>Poison: Inflicts damage over time<br><pic=con4>Confusion: Can prevent movement<br><pic=con5>Sleep: Prevents movement (temp)<br><pic=con6>Blindness: Attacks miss more often"
"#01521","<pic=moti0>Satisfaction"
"#01522","　Using high-quality facilities or being gifted items increases adventurers' <pic=moti0>Satisfaction with your town. The higher their Satisfaction, the more likely they are to settle in your town."
